visit_id,user_id,destination_id,visit_timestamp,region,number_of_persons,total_price
3864,559,12,2022-12-12 13:17:21,Africa,2,1818.18
3865,329,12,2024-09-17 15:57:36,Asia,3,2727.27
3866,176,3,2022-08-06 10:52:03,Europe,5,12102.4
3867,698,14,2021-03-10 18:54:51,Oceania,3,5189.14
3868,880,6,2023-06-15 15:32:09,North America,1,3098.08
3869,515,6,2023-02-18 02:13:02,Africa,4,12392.32
3870,87,8,2020-06-19 01:38:42,Asia,1,3079.04
3871,939,1,2020-05-26 12:46:25,Asia,5,16887.1
3872,316,10,2022-03-13 14:12:33,South America,1,638.28
3873,466,5,2024-01-05 06:13:57,Europe,3,10536.8
3874,784,6,2023-01-12 23:39:50,Europe,2,6196.16
3875,305,8,2022-07-08 00:11:34,North America,5,15395.18
3876,854,13,2021-01-04 23:26:02,Asia,4,2671.96
3877,595,5,2023-11-28 11:59:40,Europe,5,17561.34
3878,267,5,2021-09-23 05:47:28,North America,5,17561.34
3879,342,4,2024-05-05 05:00:08,Africa,4,4318.78
3880,32,4,2021-01-22 18:38:23,Africa,2,2159.39
3881,223,7,2020-08-01 06:44:29,Oceania,1,1878.98
3882,206,4,2021-07-20 03:17:40,South America,5,5398.47
3883,959,1,2024-01-14 00:22:58,Africa,5,16887.1
3884,548,3,2020-07-31 06:06:46,Asia,5,12102.4
3885,814,3,2024-08-14 23:45:40,South America,4,9681.92
3886,202,1,2024-09-19 20:45:35,South America,3,10132.26
3887,189,6,2022-08-31 21:20:28,Europe,1,3098.08
3888,126,8,2023-06-23 10:57:17,Asia,3,9237.11
3889,852,11,2022-10-14 07:31:04,Oceania,2,2575.71
3890,232,8,2020-06-04 08:27:34,North America,5,15395.18
3891,525,10,2023-01-11 19:12:47,South America,1,638.28
3892,703,8,2022-06-27 21:10:01,Asia,2,6158.07
3893,891,7,2020-09-29 05:35:42,Oceania,4,7515.94
3894,491,8,2021-05-20 03:14:12,Africa,4,12316.14
3895,829,7,2020-07-21 21:26:56,Asia,5,9394.92
3896,230,4,2021-02-28 06:02:03,Africa,4,4318.78
3897,620,10,2023-03-14 09:51:21,Oceania,3,1914.84
3898,813,7,2022-11-26 20:44:03,North America,3,5636.95
3899,625,10,2024-12-25 03:11:27,North America,5,3191.4
3900,707,1,2020-05-29 19:51:28,Africa,1,3377.42
3901,610,9,2024-01-30 08:19:15,Europe,3,4018.33
3902,592,1,2021-12-27 20:45:57,Oceania,5,16887.1
3903,726,6,2020-10-22 18:36:04,Oceania,2,6196.16
3904,88,9,2023-06-26 13:53:47,Oceania,5,6697.22
3905,535,5,2021-06-12 19:07:12,Oceania,3,10536.8
3906,302,7,2024-05-17 19:20:26,Africa,3,5636.95
3907,305,10,2023-11-23 09:37:17,Africa,5,3191.4
3908,380,8,2024-10-09 02:10:28,Asia,2,6158.07
3909,844,13,2022-10-17 21:42:02,Oceania,4,2671.96
3910,728,10,2024-06-03 06:30:03,Europe,3,1914.84
3911,969,9,2025-01-14 07:45:20,North America,1,1339.44
3912,184,3,2023-10-02 11:21:00,Oceania,1,2420.48
3913,598,8,2020-08-17 20:15:02,Europe,5,15395.18
3914,307,9,2021-08-05 15:21:25,Oceania,5,6697.22
3915,624,14,2020-09-11 14:34:55,South America,4,6918.85
3916,15,6,2024-07-01 22:06:50,Asia,5,15490.4
3917,938,5,2020-11-03 05:08:28,Asia,3,10536.8
3918,814,4,2024-03-22 01:46:25,Europe,4,4318.78
3919,536,7,2020-11-21 15:17:10,North America,5,9394.92
3920,187,12,2020-04-02 05:28:03,Europe,2,1818.18
3921,541,9,2023-09-11 16:30:38,Africa,3,4018.33
3922,117,13,2024-12-01 03:55:10,Europe,1,667.99
3923,625,8,2020-09-04 21:18:11,Asia,5,15395.18
3924,968,6,2020-02-05 06:48:11,North America,5,15490.4
3925,756,13,2024-11-14 19:26:13,Oceania,5,3339.95
3926,867,3,2023-10-15 11:35:36,South America,1,2420.48
3927,591,1,2022-09-07 14:32:57,Europe,3,10132.26
3928,574,14,2023-08-07 02:04:06,Africa,4,6918.85
3929,213,4,2020-10-04 20:24:14,Oceania,3,3239.08
3930,849,11,2024-04-16 17:08:54,Africa,3,3863.57
3931,769,1,2020-02-06 22:29:17,Oceania,4,13509.68
3932,327,4,2023-05-10 20:48:39,North America,2,2159.39
3933,765,12,2021-01-13 14:34:49,Africa,1,909.09
3934,247,13,2020-09-04 23:49:38,North America,5,3339.95
3935,255,14,2021-01-25 09:09:34,Africa,5,8648.56
3936,486,5,2022-09-06 03:13:17,Asia,2,7024.54
3937,125,4,2020-05-11 07:19:23,Africa,4,4318.78
3938,61,12,2022-10-16 08:10:15,Africa,5,4545.45
3939,817,2,2021-01-17 04:48:29,North America,5,15786.1
3940,291,6,2021-02-25 09:13:54,Asia,1,3098.08
3941,218,12,2021-10-03 20:01:31,South America,4,3636.36
3942,72,6,2024-03-21 14:33:34,Europe,5,15490.4
3943,389,13,2021-03-10 12:47:04,South America,4,2671.96
3944,81,4,2024-05-02 10:46:49,Oceania,3,3239.08
3945,614,7,2022-02-01 06:19:33,Europe,5,9394.92
3946,362,4,2020-07-06 12:17:37,Oceania,5,5398.47
3947,8,11,2024-08-18 20:47:24,Asia,3,3863.57
3948,999,14,2020-10-07 16:48:12,Asia,4,6918.85
3949,649,5,2022-02-04 06:13:27,North America,4,14049.07
3950,667,6,2023-03-12 20:47:43,Europe,4,12392.32
3951,599,8,2021-07-31 16:29:48,Asia,5,15395.18
3952,356,13,2020-11-10 14:38:29,South America,1,667.99
3953,298,4,2020-05-12 07:32:31,Oceania,4,4318.78
3954,138,14,2022-01-15 14:31:06,South America,5,8648.56
3955,498,3,2020-03-28 12:44:01,Europe,4,9681.92
3956,558,10,2023-03-21 01:24:18,South America,4,2553.12
3957,5,6,2022-07-05 11:41:45,Europe,2,6196.16
3958,534,2,2022-03-02 21:47:00,Asia,4,12628.88
3959,71,14,2020-08-25 19:29:22,North America,4,6918.85
3960,915,2,2023-12-05 20:19:50,Asia,5,15786.1
3961,650,4,2024-07-21 11:18:08,Oceania,3,3239.08
3962,942,5,2022-04-05 04:38:40,North America,4,14049.07
3963,999,6,2020-04-26 10:13:13,Europe,1,3098.08
3964,686,9,2020-01-04 19:09:01,Europe,5,6697.22
3965,503,4,2022-03-31 09:38:55,Europe,1,1079.69
3966,499,7,2023-08-04 19:03:20,Europe,2,3757.97
3967,957,14,2020-11-14 07:07:15,Asia,5,8648.56
3968,649,5,2023-11-09 07:34:34,North America,3,10536.8
3969,542,13,2021-12-15 07:50:03,Africa,5,3339.95
3970,325,13,2020-03-08 03:11:23,Africa,2,1335.98
3971,422,10,2023-07-23 21:21:04,South America,1,638.28
3972,412,5,2020-01-12 03:58:18,Africa,5,17561.34
3973,178,3,2024-07-25 02:22:59,Asia,5,12102.4
3974,962,10,2023-11-12 14:23:59,Asia,5,3191.4
3975,893,6,2020-12-13 14:48:42,Oceania,3,9294.24
3976,243,14,2024-07-28 09:09:46,Oceania,3,5189.14
3977,915,8,2024-03-05 08:37:47,North America,2,6158.07
3978,465,5,2020-03-07 02:13:43,Oceania,2,7024.54
3979,992,7,2024-10-05 16:56:48,North America,5,9394.92
3980,808,2,2022-04-21 22:24:47,Oceania,4,12628.88
3981,785,14,2021-09-22 23:51:58,Asia,1,1729.71
3982,970,4,2024-04-14 11:46:36,Africa,5,5398.47
3983,923,2,2024-03-12 23:53:16,Europe,5,15786.1
3984,562,8,2023-01-20 19:44:04,Africa,4,12316.14
3985,228,12,2021-10-28 06:28:50,South America,2,1818.18
3986,291,13,2023-10-28 13:40:50,North America,4,2671.96
3987,850,5,2021-12-23 12:02:54,Oceania,1,3512.27
3988,9,10,2020-12-16 04:47:40,Asia,1,638.28
3989,198,9,2020-03-13 01:19:30,Europe,4,5357.77
3990,559,3,2021-02-17 23:06:50,Asia,4,9681.92
3991,271,13,2020-05-02 18:46:01,Asia,2,1335.98
3992,70,11,2021-12-23 19:10:33,North America,2,2575.71
3993,626,1,2023-10-30 18:06:32,South America,3,10132.26
3994,138,1,2022-05-18 08:55:01,North America,3,10132.26
3995,21,1,2025-01-11 22:17:37,Oceania,4,13509.68
3996,279,2,2021-10-30 06:22:59,Europe,5,15786.1
3997,278,6,2024-09-07 09:28:50,Oceania,2,6196.16
3998,78,1,2024-02-08 18:18:00,Oceania,5,16887.1
3999,631,5,2021-03-24 18:26:24,Europe,1,3512.27
4000,769,5,2023-12-17 14:51:08,North America,5,17561.34
4001,602,12,2024-01-14 17:55:08,Europe,5,4545.45
4002,763,7,2024-11-19 09:36:54,South America,3,5636.95
4003,210,3,2023-03-05 11:23:04,North America,2,4840.96
4004,508,14,2021-03-23 20:49:56,Europe,3,5189.14
4005,297,1,2021-10-26 19:52:20,Europe,3,10132.26
4006,430,2,2024-07-15 17:49:04,Africa,1,3157.22
4007,53,1,2022-08-07 02:08:51,South America,2,6754.84
4008,539,7,2023-03-31 05:23:48,Europe,1,1878.98
4009,52,8,2021-04-08 21:18:26,Africa,1,3079.04
4010,409,8,2020-06-23 06:24:50,Europe,2,6158.07
4011,798,1,2025-01-21 05:22:10,Asia,1,3377.42
4012,799,13,2023-04-29 13:23:08,South America,2,1335.98
4013,739,3,2024-11-09 18:50:03,Asia,1,2420.48
4014,202,7,2024-12-17 12:53:23,North America,5,9394.92
4015,11,6,2024-01-18 05:55:37,Africa,4,12392.32
4016,321,1,2020-10-24 13:51:04,South America,1,3377.42
4017,250,3,2024-10-15 10:43:13,North America,3,7261.44
4018,27,13,2021-11-02 16:08:12,Africa,4,2671.96
4019,473,2,2020-04-17 12:30:22,Oceania,2,6314.44
4020,463,3,2020-10-17 13:40:09,North America,2,4840.96
4021,210,9,2024-10-25 15:43:47,North America,4,5357.77
4022,762,9,2020-08-22 18:56:42,Oceania,4,5357.77
4023,400,8,2021-07-30 18:09:46,North America,2,6158.07
4024,26,13,2022-09-09 10:34:35,Oceania,3,2003.97
4025,793,5,2020-12-13 13:58:45,South America,4,14049.07
4026,114,10,2024-08-26 23:01:52,North America,2,1276.56
4027,486,14,2023-11-13 23:27:48,Asia,1,1729.71
4028,314,4,2020-06-16 03:08:23,Europe,4,4318.78
4029,845,4,2022-06-29 17:47:10,Europe,3,3239.08
4030,189,6,2020-10-15 10:52:24,Oceania,2,6196.16
4031,407,1,2022-11-29 13:19:13,Europe,2,6754.84
4032,220,10,2020-09-12 15:24:11,Europe,3,1914.84
4033,978,12,2024-12-17 09:03:38,Asia,1,909.09
4034,313,12,2024-01-14 02:19:39,Europe,4,3636.36
4035,385,10,2021-10-08 23:48:26,Oceania,1,638.28
4036,188,7,2022-09-08 04:13:21,North America,3,5636.95
4037,231,3,2023-06-24 15:24:29,North America,4,9681.92
4038,668,8,2022-07-21 09:40:12,Oceania,5,15395.18
4039,571,1,2022-04-19 22:38:13,Asia,2,6754.84
4040,848,12,2024-12-20 12:00:16,Africa,3,2727.27
4041,360,2,2020-04-25 03:02:59,Europe,4,12628.88
4042,109,2,2020-12-09 03:00:40,Asia,5,15786.1
4043,979,9,2020-10-09 11:23:49,Europe,5,6697.22
4044,825,7,2023-06-11 01:25:00,Oceania,5,9394.92
4045,293,12,2024-07-22 20:39:51,South America,5,4545.45
4046,262,8,2023-08-22 15:00:05,Africa,5,15395.18
4047,691,7,2021-10-26 13:05:09,South America,2,3757.97
4048,389,1,2024-04-03 01:36:24,Africa,1,3377.42
4049,276,5,2022-03-15 02:51:42,North America,4,14049.07
4050,524,12,2023-09-23 19:39:24,Oceania,2,1818.18
4051,571,2,2020-12-06 07:33:21,Africa,5,15786.1
4052,34,8,2024-10-28 09:30:27,Europe,3,9237.11
4053,88,7,2020-05-15 11:57:13,North America,3,5636.95
4054,414,10,2021-09-18 08:23:10,South America,5,3191.4
4055,623,12,2021-09-05 05:45:22,Asia,2,1818.18
4056,236,5,2022-04-15 19:15:03,Africa,5,17561.34
4057,448,5,2020-05-01 09:28:16,Africa,4,14049.07
4058,162,2,2024-11-18 14:49:28,Africa,2,6314.44
4059,421,6,2023-09-03 05:23:50,Europe,3,9294.24
4060,152,12,2021-06-06 11:51:13,North America,1,909.09
4061,171,4,2021-04-06 00:20:32,North America,4,4318.78
4062,368,6,2021-10-08 15:50:37,Europe,1,3098.08
4063,3,1,2020-02-26 11:07:47,Africa,1,3377.42
4064,532,7,2022-06-25 06:02:35,Oceania,2,3757.97
4065,732,7,2022-01-13 09:27:55,Africa,4,7515.94
4066,114,10,2020-01-11 10:26:30,Africa,1,638.28
4067,534,10,2020-10-06 13:29:29,North America,5,3191.4
4068,259,2,2020-01-09 05:36:24,North America,4,12628.88
4069,594,14,2023-04-09 13:08:15,Africa,1,1729.71
4070,772,12,2021-12-31 10:05:56,Europe,2,1818.18
4071,702,8,2023-11-20 01:28:28,Oceania,2,6158.07
4072,852,10,2024-11-28 04:53:22,Oceania,5,3191.4
4073,471,12,2020-05-18 23:16:03,South America,5,4545.45
4074,10,9,2022-07-21 16:39:04,Africa,3,4018.33
4075,863,2,2023-08-14 05:29:25,South America,5,15786.1
4076,265,7,2020-05-06 05:37:37,North America,2,3757.97
4077,24,10,2024-05-19 04:54:39,Asia,5,3191.4
4078,701,4,2023-09-12 03:17:39,North America,2,2159.39
4079,912,2,2023-10-16 15:30:16,North America,2,6314.44
4080,952,2,2020-09-21 14:12:39,Asia,5,15786.1
4081,95,11,2024-09-21 05:52:04,Oceania,5,6439.28
4082,379,12,2022-10-21 10:09:32,Africa,3,2727.27
4083,145,13,2022-08-18 04:08:03,Europe,5,3339.95
4084,997,1,2022-03-18 02:10:14,Oceania,2,6754.84
4085,13,2,2021-09-24 02:34:37,Asia,3,9471.66
4086,781,4,2023-07-06 18:02:16,South America,3,3239.08
4087,31,8,2023-03-11 06:38:08,Africa,3,9237.11
4088,622,10,2022-05-30 10:36:33,Africa,3,1914.84
4089,912,12,2023-06-10 11:53:17,South America,3,2727.27
4090,453,3,2020-10-23 16:17:25,North America,1,2420.48
4091,564,3,2020-02-19 19:25:51,Europe,3,7261.44
4092,724,13,2020-10-11 14:21:06,Oceania,5,3339.95
4093,520,3,2021-11-22 06:13:17,Africa,2,4840.96
4094,458,10,2020-01-04 12:09:15,Europe,3,1914.84
4095,985,7,2020-04-14 15:24:52,Africa,2,3757.97
4096,355,9,2024-03-23 18:06:26,Asia,1,1339.44
4097,706,6,2023-12-23 16:28:14,Europe,2,6196.16
4098,809,6,2023-07-02 18:03:50,Asia,2,6196.16
4099,164,4,2023-11-12 21:02:24,North America,3,3239.08
4100,9,5,2021-05-10 10:58:18,Africa,1,3512.27
4101,97,13,2021-03-09 09:04:14,Africa,5,3339.95
4102,719,6,2024-09-01 12:49:55,North America,1,3098.08
4103,704,7,2021-07-02 22:54:56,Oceania,1,1878.98
4104,998,6,2024-10-19 17:14:56,North America,3,9294.24
4105,294,11,2020-12-21 11:56:31,North America,4,5151.42
4106,63,8,2021-06-21 03:50:23,Europe,5,15395.18
4107,57,5,2023-06-22 20:24:01,North America,4,14049.07
4108,56,2,2024-10-10 16:46:10,Europe,2,6314.44
4109,535,3,2020-09-26 06:16:46,North America,4,9681.92
4110,92,12,2021-09-14 22:38:56,Europe,2,1818.18
4111,582,12,2020-08-01 06:27:04,Asia,4,3636.36
4112,92,3,2022-04-01 17:56:59,Africa,1,2420.48
4113,733,6,2024-03-26 11:33:46,Oceania,1,3098.08
4114,440,7,2021-11-28 03:36:30,Oceania,3,5636.95
4115,936,13,2022-08-27 12:37:25,South America,3,2003.97
4116,743,1,2021-07-06 02:35:49,Europe,3,10132.26
4117,451,7,2022-07-20 14:07:13,South America,2,3757.97
4118,846,1,2020-09-30 18:09:03,Asia,1,3377.42
4119,243,1,2024-03-31 00:35:05,Oceania,3,10132.26
4120,762,13,2022-08-18 10:13:41,South America,2,1335.98
4121,866,3,2021-12-30 17:48:23,Asia,3,7261.44
4122,572,7,2024-03-06 00:13:03,South America,1,1878.98
4123,548,3,2022-09-14 12:38:15,North America,2,4840.96
4124,768,11,2023-11-26 14:08:05,Oceania,2,2575.71
4125,976,3,2023-11-08 14:50:25,North America,4,9681.92
4126,522,7,2023-04-18 16:38:23,Asia,4,7515.94
4127,955,12,2021-04-19 05:52:07,Europe,4,3636.36
4128,283,2,2023-10-05 00:40:25,South America,5,15786.1
4129,873,9,2024-05-05 11:50:00,Asia,4,5357.77
4130,810,10,2024-01-10 12:10:39,South America,3,1914.84
4131,850,2,2024-12-01 08:18:27,North America,2,6314.44
4132,655,4,2020-02-16 17:49:00,North America,3,3239.08
4133,423,2,2022-07-31 08:17:18,Africa,5,15786.1
4134,580,8,2021-03-28 06:48:56,Europe,3,9237.11
4135,241,6,2021-10-12 19:34:49,Asia,3,9294.24
4136,55,5,2023-03-21 15:49:29,Africa,4,14049.07
4137,157,2,2020-09-26 22:17:26,Asia,2,6314.44
4138,810,11,2022-02-24 08:28:49,Africa,4,5151.42
4139,756,13,2021-05-23 08:54:35,Asia,3,2003.97
4140,263,10,2020-02-23 09:55:16,South America,2,1276.56
4141,676,12,2022-05-29 10:06:12,Oceania,3,2727.27
4142,839,2,2020-11-10 00:43:26,Oceania,1,3157.22
4143,728,10,2021-08-30 14:22:00,Africa,4,2553.12
4144,564,2,2021-03-31 22:36:05,South America,5,15786.1
4145,256,1,2021-12-26 11:09:02,Asia,4,13509.68
4146,231,6,2022-06-12 05:34:10,Africa,5,15490.4
4147,896,14,2021-07-09 10:03:52,Oceania,5,8648.56
4148,67,9,2022-05-11 07:34:34,Africa,5,6697.22
4149,821,7,2020-03-13 01:51:00,South America,5,9394.92
4150,415,5,2022-12-15 01:48:35,North America,1,3512.27
4151,837,2,2021-07-18 15:52:39,North America,1,3157.22
4152,165,14,2022-08-24 05:59:46,Europe,3,5189.14
4153,673,12,2020-09-12 13:52:45,Oceania,3,2727.27
4154,191,4,2021-01-03 01:18:21,Oceania,1,1079.69
4155,412,1,2024-06-28 02:31:27,South America,3,10132.26
4156,5,14,2024-03-23 02:29:36,Europe,2,3459.42
4157,103,12,2023-04-11 07:27:02,North America,5,4545.45
4158,60,4,2020-07-13 02:59:36,Oceania,2,2159.39
4159,207,2,2023-10-19 21:59:33,Africa,5,15786.1
4160,848,10,2020-06-02 18:53:12,North America,5,3191.4
4161,92,13,2020-04-10 18:26:02,North America,3,2003.97
4162,215,5,2020-12-28 19:28:58,Europe,4,14049.07
4163,110,13,2020-11-03 06:37:31,Africa,4,2671.96
4164,843,8,2023-07-13 04:14:05,North America,5,15395.18
4165,800,12,2023-04-20 07:55:43,Europe,1,909.09
4166,779,6,2020-06-07 05:30:25,Oceania,5,15490.4
4167,520,5,2024-12-12 16:43:06,Oceania,1,3512.27
4168,292,14,2024-06-15 15:35:04,Asia,4,6918.85
4169,889,6,2021-01-09 07:39:52,North America,1,3098.08
4170,211,8,2021-11-25 06:09:08,Asia,3,9237.11
4171,543,3,2020-03-11 07:41:58,South America,1,2420.48
4172,945,3,2024-06-29 22:39:45,Oceania,5,12102.4
4173,889,14,2024-06-11 14:51:15,Oceania,4,6918.85
4174,4,8,2023-12-24 23:16:02,Africa,2,6158.07
4175,779,1,2023-12-24 20:45:05,North America,2,6754.84
4176,969,7,2023-08-18 20:56:00,North America,1,1878.98
4177,566,12,2020-12-11 01:50:40,Africa,5,4545.45
4178,482,14,2021-02-07 04:59:04,Europe,2,3459.42
4179,694,10,2023-04-08 15:49:33,Asia,5,3191.4
4180,493,8,2024-07-21 15:49:23,Europe,1,3079.04
4181,497,6,2020-05-05 06:21:23,South America,2,6196.16
4182,900,7,2020-11-25 11:05:35,North America,5,9394.92
4183,187,13,2024-08-26 13:30:16,North America,3,2003.97
4184,690,12,2023-02-12 04:01:19,Asia,5,4545.45
4185,477,14,2020-04-07 19:09:25,North America,5,8648.56
4186,174,11,2022-06-29 19:36:39,Europe,3,3863.57
4187,818,13,2021-10-24 15:51:07,South America,2,1335.98
4188,988,3,2021-01-12 14:48:14,South America,2,4840.96
4189,600,1,2023-04-03 03:48:01,Africa,4,13509.68
4190,361,14,2022-03-17 11:48:25,South America,4,6918.85
4191,683,8,2023-04-23 08:59:12,South America,1,3079.04
4192,699,11,2020-07-24 23:10:50,South America,3,3863.57
4193,635,12,2022-02-03 00:12:56,Africa,1,909.09
4194,871,6,2020-10-04 21:19:48,Asia,2,6196.16
4195,57,12,2023-06-17 04:13:37,Asia,1,909.09
4196,844,3,2020-08-13 20:52:39,North America,4,9681.92
4197,492,1,2021-09-05 23:59:03,Asia,2,6754.84
4198,48,14,2022-03-12 15:56:09,Europe,5,8648.56
4199,289,14,2020-12-15 13:04:21,Africa,2,3459.42
4200,552,14,2024-11-30 10:24:02,Europe,2,3459.42
4201,296,9,2024-04-12 23:25:15,North America,3,4018.33
4202,226,1,2022-07-25 12:05:00,North America,1,3377.42
4203,757,7,2020-08-19 18:09:03,North America,5,9394.92
4204,324,14,2020-05-25 13:26:34,Europe,2,3459.42
4205,104,6,2023-03-17 11:24:24,South America,1,3098.08
4206,737,6,2023-04-20 21:25:29,Oceania,5,15490.4
4207,298,7,2021-12-18 23:11:58,Oceania,2,3757.97
4208,889,10,2021-12-23 21:19:20,Asia,3,1914.84
4209,564,2,2020-01-10 18:09:18,Asia,1,3157.22
4210,18,14,2022-05-07 22:17:17,South America,1,1729.71
4211,431,5,2024-03-04 04:35:32,Africa,2,7024.54
4212,840,13,2023-08-11 19:59:29,North America,5,3339.95
4213,328,8,2024-09-10 09:54:02,Asia,2,6158.07
4214,329,12,2021-03-01 01:43:15,Africa,1,909.09
4215,789,2,2024-03-10 16:49:51,Asia,4,12628.88
4216,827,2,2021-12-28 15:58:47,Africa,2,6314.44
4217,382,13,2024-03-26 10:58:13,Africa,5,3339.95
4218,101,6,2022-03-17 12:58:48,Europe,3,9294.24
4219,386,14,2023-12-05 22:45:40,Europe,1,1729.71
4220,233,12,2020-02-28 14:21:42,Europe,4,3636.36
4221,303,13,2023-09-13 21:46:10,Oceania,3,2003.97
4222,863,6,2023-08-06 18:05:35,South America,3,9294.24
4223,480,3,2023-01-17 14:05:55,North America,1,2420.48
4224,453,2,2023-12-02 07:43:38,Europe,1,3157.22
4225,63,14,2023-12-12 02:48:37,North America,5,8648.56
4226,371,7,2024-02-02 10:25:20,Africa,3,5636.95
4227,657,13,2024-02-03 21:28:30,Oceania,2,1335.98
4228,741,1,2020-10-30 13:14:09,South America,2,6754.84
4229,326,5,2024-07-04 21:21:08,North America,2,7024.54
4230,795,3,2022-07-10 05:09:11,North America,4,9681.92
4231,861,5,2022-10-04 14:52:29,Oceania,5,17561.34
4232,471,11,2023-04-05 22:36:28,North America,2,2575.71
4233,166,10,2022-10-29 12:22:46,Asia,2,1276.56
4234,790,13,2024-06-28 16:17:52,South America,4,2671.96
4235,152,8,2024-09-20 07:50:21,Africa,2,6158.07
4236,854,5,2023-10-26 01:06:54,South America,1,3512.27
4237,439,5,2020-02-01 22:56:59,South America,2,7024.54
4238,669,7,2021-03-22 19:45:39,South America,2,3757.97
4239,969,2,2022-11-16 22:17:34,Europe,2,6314.44
4240,745,9,2024-01-18 12:46:50,South America,4,5357.77
4241,709,3,2021-01-24 13:02:11,Europe,3,7261.44
4242,915,9,2024-04-14 17:12:46,South America,4,5357.77
4243,622,1,2020-04-03 20:35:12,Asia,4,13509.68
4244,530,9,2025-01-11 04:08:51,Oceania,4,5357.77
4245,240,3,2022-11-05 14:14:51,Asia,1,2420.48
4246,797,4,2020-01-19 17:21:49,Asia,3,3239.08
4247,808,1,2021-03-25 20:20:38,South America,5,16887.1
4248,205,10,2020-09-17 09:10:39,Asia,4,2553.12
4249,611,14,2023-08-26 01:21:10,Asia,4,6918.85
4250,796,1,2021-08-19 01:31:33,Oceania,3,10132.26
4251,672,12,2023-07-02 11:12:29,South America,3,2727.27
4252,60,12,2024-04-03 00:59:27,Africa,4,3636.36
4253,903,8,2022-11-19 05:44:28,Asia,4,12316.14
4254,261,3,2020-08-27 03:37:49,Africa,4,9681.92
4255,722,14,2022-01-19 12:09:44,Africa,1,1729.71
4256,266,3,2024-01-21 13:01:33,Europe,2,4840.96
4257,881,7,2023-11-16 00:11:30,Oceania,2,3757.97
4258,212,3,2021-07-01 00:15:45,Europe,1,2420.48
4259,967,11,2024-02-06 23:21:43,North America,2,2575.71
4260,109,13,2023-12-15 01:08:46,Asia,1,667.99
4261,667,8,2021-01-09 23:26:54,South America,4,12316.14
4262,110,7,2020-06-26 17:36:02,Asia,2,3757.97
4263,162,10,2023-03-01 14:31:17,North America,5,3191.4
4264,296,5,2023-06-09 15:28:56,Africa,5,17561.34
4265,567,4,2023-03-10 10:52:57,Europe,1,1079.69
4266,963,2,2024-12-02 14:24:46,North America,4,12628.88
4267,213,10,2021-08-04 13:11:11,North America,2,1276.56
4268,921,3,2024-11-01 16:47:20,Africa,4,9681.92
4269,15,2,2021-07-26 20:43:17,Oceania,3,9471.66
4270,408,5,2020-08-28 13:45:38,North America,4,14049.07
4271,433,9,2020-08-09 23:54:41,South America,1,1339.44
4272,476,13,2021-11-02 04:56:01,North America,1,667.99
4273,410,4,2020-05-02 05:13:43,Asia,4,4318.78
4274,702,1,2022-06-23 17:50:26,Africa,1,3377.42
4275,204,4,2023-07-07 23:33:24,South America,2,2159.39
4276,188,5,2023-03-16 11:24:22,Africa,3,10536.8
4277,230,14,2023-09-30 19:14:59,Europe,1,1729.71
4278,577,5,2023-09-08 00:03:44,Europe,4,14049.07
4279,938,9,2024-08-04 12:11:29,Europe,1,1339.44
4280,981,10,2023-05-20 14:33:07,Asia,1,638.28
4281,267,1,2022-12-22 18:32:04,Africa,2,6754.84
4282,747,10,2022-10-06 21:29:03,North America,5,3191.4
4283,716,10,2021-11-29 15:14:57,Europe,2,1276.56
4284,474,12,2024-03-12 11:51:16,Europe,2,1818.18
4285,554,14,2021-05-12 07:20:07,Africa,1,1729.71
4286,121,14,2021-11-21 09:04:46,Asia,4,6918.85
4287,668,1,2024-10-15 20:08:55,South America,3,10132.26
4288,61,3,2023-07-28 05:09:45,South America,4,9681.92
4289,405,11,2021-06-17 06:48:51,South America,3,3863.57
4290,884,3,2022-08-01 15:11:00,Asia,5,12102.4
4291,211,10,2022-04-02 15:03:14,Africa,4,2553.12
4292,767,11,2023-03-06 20:13:35,North America,5,6439.28
4293,464,12,2024-04-20 01:09:07,Africa,1,909.09
4294,446,5,2023-07-24 20:13:31,Oceania,1,3512.27
4295,508,6,2020-03-08 10:05:56,Europe,4,12392.32
4296,46,9,2020-11-16 21:19:09,Africa,1,1339.44
4297,983,14,2025-01-22 16:02:45,North America,2,3459.42
4298,170,3,2023-02-27 21:51:45,Asia,1,2420.48
4299,904,14,2020-04-11 04:55:32,Asia,2,3459.42
4300,266,9,2020-04-17 11:34:26,Africa,5,6697.22
4301,231,3,2022-12-18 17:44:17,Europe,2,4840.96
4302,254,4,2020-01-21 09:11:21,Europe,2,2159.39
4303,251,6,2020-05-06 13:34:16,Europe,1,3098.08
4304,830,6,2022-12-04 22:24:38,North America,3,9294.24
4305,117,10,2022-11-15 00:36:29,Asia,2,1276.56
4306,337,13,2021-12-03 06:29:23,South America,1,667.99
4307,595,9,2024-10-06 16:10:23,Asia,5,6697.22
4308,712,13,2021-08-24 14:55:20,Europe,2,1335.98
4309,198,3,2022-02-04 04:41:48,South America,3,7261.44
4310,942,3,2023-08-18 21:08:23,Europe,5,12102.4
4311,8,13,2020-03-23 19:20:20,Asia,5,3339.95
4312,578,12,2021-12-17 02:41:13,North America,5,4545.45
4313,130,14,2022-04-19 13:16:31,North America,3,5189.14
4314,166,10,2023-10-12 11:43:18,Asia,1,638.28
4315,770,10,2022-08-30 15:12:57,Africa,4,2553.12
4316,616,10,2020-06-24 08:36:29,North America,2,1276.56
